at,content,score,userName
2023-07-29 10:37:28,"Bagus kok, sama kayak di webnya. Cuma mau ngasih saran dikit ke developernya, bisa gak sih pengetahuan AI nya ini gak mentok di tahun 2021? Update pengetahuannya AI nya ke tahun 2023.",4,Naya Nofidya
2023-07-29 10:29:44,Teknologi masadepan,5,Ade h.
2023-07-29 08:27:53,"Aplikasi nya sangat bagus dan juga udah keluar kan aplikasi nya dari openai di google, itu keren banget. Tetapi masih banyak bug dan lain - lainnya. Mungkin nanti beberapa kedepannya akan ada update terbaru atau ada versi Beta nya",5,Alfin Rizki
2023-07-29 08:18:06,"Mantap, sangat bermanfaat & membantu mencari informasi.. Kita tinggal tanya apa...langsung di jawab dalam beberapa detik tanpa loading",5,Andry Yulia Afandi
2023-07-29 07:55:31,"Mantap... Keren 👍👍👍 jawaban2 terjadi secara pada umumnya/garis besarnya, manusiawi, signifikan, logic, keamanan, privasi dan legal...",5,Yopi Kurniadi
2023-07-29 07:09:09,Besto friendo,5,Farhan
2023-07-29 06:50:07,Mantap,5,FakeTap
2023-07-29 06:35:15,Mantap sekarang bukan di web lagi,5,Zainal Abidin
2023-07-29 06:32:07,Aplikasi ini sangat tepat untuk atasi masalah keuangan,5,Solehsoleh Muhammadmuhammad
2023-07-29 06:19:26,"Bagus juga apps ini,tapi sayangnya chat GPT tidak bisa berbicara, semoga kedepannya bisa di buat untuk bersuara",4,Dedy zee
2023-07-29 06:08:39,Seru juga si kek gini😇,5,Al Ryan Saputra
2023-07-29 06:08:25,Bagus,5,Gomos Gabriel
2023-07-29 06:01:59,Bagus tapi pake gpt 3.5,4,Ahmad Hawari
2023-07-29 05:59:55,Mantap bet Bintang 5,5,Remdi
2023-07-29 05:18:17,kelazzzz,5,fakhri suhanda
2023-07-29 04:35:29,Bagus,5,M Rizki Syahban
2023-07-29 04:27:03,Berguna banget buat ngerjain tugas sekolah apk ini work sekali sama yg diatas thank's developer 👌,5,anam zuhrul
2023-07-29 03:46:37,Nice,5,Michael Conic
2023-07-29 03:41:33,Respon cepat berbeda dengan web yang nulis per kata,5,Ardyan Rivals
2023-07-29 03:38:52,Bagus,5,•ALDI •
2023-07-29 03:17:06,"Ringan banget dan bisa lebih efektif menggunakan suara, jadi lebih cepat.",5,Agus Pribadi
2023-07-29 03:00:12,Extraordinary,5,Akt P.98
2023-07-29 02:58:26,"Menurut saya bagus, tidak ada pembatasan pertanyaan, jadi bisa menggunakannya terus menerus",5,Rifky Ibrahim
2023-07-29 02:41:56,Very good application,5,Irman Firmansyah
2023-07-29 02:38:25,Mantap,5,PERTINA JAWA BARAT
2023-07-29 02:33:41,ditunggu update databasenya,5,Raqupi
2023-07-29 02:32:54,Very effective!,5,Fauzi Azka Zahraan (Faa)
2023-07-29 02:12:16,Hebat sekali aplikasinya,5,Kiki& Rama
2023-07-29 01:58:58,apknya keren hampir sama fiturnya.... semoga ada fitur tambahan -edit teks,5,えSyahputra
2023-07-29 01:39:11,Oke,5,nardi 077
2023-07-29 01:12:37,AI jaman sekarang makin ngeri 😮,4,EW 12
2023-07-29 01:09:46,Great!!,5,Hendra Gendeng
2023-07-29 00:41:01,"Gue sebagai pengguna lama ChatGPT mengakui kalo ChatGPT disini jauh lebih ringan ketimbang websitenya, tapi fiturnya kurang lengkap seperti websitenya, kayak edit teks, jumlah generate ulang, sama jumlah fitur edit ulang, ya gpp lah, wong baru muncul juga, oh iya, yg ini juga belum ada fitur ChatGPT Plus",5,Mohammad Habbelda Zulfie
2023-07-29 00:16:12,"Bagus banget, fast respon, dan dapat memberikan data akurat dan ringan. Untuk kedepannya mungkin tetap di pertahankan atau dikembangkan dengan catatan tetap fast respon dan ringan!!",5,Hudantup 25
2023-07-29 00:09:41,Keren tapi,3,Zidan Faydh Hail
2023-07-29 00:05:04,Nice app,5,arifin dana bramantyo
2023-07-28 23:46:51,Sangat membantu,5,Jodhy Primajid
2023-07-28 23:35:54,"Terimakasih untuk developer aplikasi yang sangat berguna fast dalam memberikan jawaban, semoga bisa lebih baik kedepan nya thanks 😀😀",5,Ilham
2023-07-28 23:35:23,"great, please give the gpt chat answer code snippet a color scheme like on the website so it's easy to read the code from the gpt chat answer",4,Andi Hasan
2023-07-28 23:16:51,"Yang official lebih enak,dibanding aplikasi unofficial",5,FADLI ZAKA RIA
2023-07-28 22:35:14,"Coba"" aja ah ikutan yg lain..",5,Sudibyo Antoni Ro'uf
2023-07-28 22:28:09,Perbarui lg dong msa terakhir september 2021,5,Guntur Rizky
2023-07-28 22:24:11,Saya coba dulu,3,I Made Hendra Artawan
2023-07-28 21:01:54,Sampurna!!,5,Ahmad Ardiansyah
2023-07-28 19:44:37,"Ada versi android nya, keren...",5,Sutami Kim
2023-07-28 18:39:01,Tolong buat chatgpt bisa mengirim gambar,5,Muhammad Fathur Rizki
2023-07-28 18:36:38,"Bener bener bagus, saya harap kedepannya bisa lebih bagus lagi",5,Giwo Adriansyah
2023-07-28 17:41:52,Membantu,5,Dilfa Haiqal
2023-07-28 16:32:14,"""Very good, please keep updating, the knowledge is still from September 2021.""",5,Sahal A.
2023-07-28 15:45:15,Sangat bagus,5,SYAKIRAH NABILA Syakirah
2023-07-28 15:32:56,cuokk gak isok login,1,Rangga Eka
2023-07-28 15:19:39,Not bad,5,Asen Tjhia
2023-07-28 15:13:34,Auto jadi pintar guweh 😁,5,Ari Nugroho
2023-07-28 14:59:36,The Best Tools ....,5,Muhammad Fajar
2023-07-28 14:56:47,Alhamdulillah udah rilis,5,Fadli Syahnikmad
2023-07-28 14:53:55,keren,5,Little hitter
2023-07-28 14:51:46,Pertamax diamankan,5,Rio Nandika
2023-07-28 14:50:46,mantap,5,Muhammad Wahyudi
2023-07-28 14:34:04,I hope the news that says the model of gpt 3.5 and 4 became dumber is fake,3,Ans Hakim
2023-07-28 14:28:47,Cukup membantu untuk mencari informasi,5,Sukma Hidayah
2023-07-28 13:50:08,Bagus banget😘😘,5,2IA03_Rangga Sasmita P
2023-07-28 13:49:30,coba dan silahkan mencoba,5,jepri Jupri
2023-07-28 13:40:49,Masih perlu ditingkatkan lagi✌🏻,5,Saul Ragozet
2023-07-28 13:39:52,"Bagus sekali, lebih nyaman diakses daripada yang versi website. Hanya saja aku harap informasi ChatGPT diperbarui lagi. Sehingga informasi yang bisa diakses tidak hanya terbatas sampai September 2021 saja.",5,Bambang
2023-07-28 13:37:06,Apakah ini aplikasi resmi?,1,Wahyu 25
2023-07-28 13:34:15,Menurut saya aplikasi ini sudah oke untuk pembelajaran menggunakan ai,5,Rambutan Asem
2023-07-28 13:17:54,Bagus sekali 👍👍👍👍👍👍,5,Arfa Bahy
2023-07-28 13:05:31,Nice app,5,Muhammad Rafly
2023-07-28 12:48:53,Next geoglee in blockchain ..... Barvo cryto 😂😂😂👍👍💪💪💪,5,Nowel Agam
2023-07-28 12:35:39,Menjadi yang pertama itu sangatlah baik,5,Advent Simanjuntak
2023-07-28 11:59:06,It's perfect 👌,5,N E R I S H E R M A W A N
2023-07-28 11:50:39,Apaan masak chat gpt 3.5 alias tahun 2021 ..prek lah g sesuai deskripsi,1,Chybynd Chybynd
2023-07-28 11:38:45,"Suggestion: - Add editing features for Input that has already been sent, just like the ChatGPT web version, So users won't do many ""new chat"" in attempt to rewrite their input. - Replace the chat history appearance into sidebar (no need history button), so users won't do many clicks to visit their chat history. - Add copy button for codeblocked output. Thats all for now from me. For the rest features is great enough. Please consider my suggestions, thank you. Keep up the hard work!",4,Alfaldo
2023-07-28 11:23:40,Gak bisa login,3,S/ N
2023-07-28 11:20:03,Sangat bagus,5,Fadril Nur
2023-07-28 10:51:57,"Terimakasih, mantab",5,Anang Th
2023-07-28 10:41:04,god app,5,KP - Rusdiana
2023-07-28 10:32:40,Gak jelas. Ujung 2 bayar 🙏🏻,1,irvanda azis azis
2023-07-28 10:23:03,"Aplikasi nya sangat bagus , karena bisa membantu kita untuk mengerjakan tugas tugas sekolah",5,Dchrys 20
2023-07-28 10:11:52,Moga belajar makin baik,5,IronHead M.R.C
2023-07-28 10:11:49,"Aplikasi yang sangat bagus, bisa dengan mudah menjawab pertanyaan, dulu kalau mau buka chatgpt harus dari Google sekarang sudah ada aplikasi, semoga kedepannya semakin bagus dan berkembang 😁😄",5,Ibnu mirza Wijaya IX-4
2023-07-28 09:40:52,Aplikasi bagus tapi ga bisa bahasa Indonesia,5,Muhammad Zaini
2023-07-28 09:21:18,Ini aplikasi yang wajib ada di hape orang Indonesia... Harusnya terinstall secara default sejak beli hape pertama kali,5,Muhammad tuhar yatno
2023-07-28 09:20:10,Sedang mencoba. Terima kasih.,4,Robby Wahyu
2023-07-28 09:15:02,Hatur nuhun alat pintar 👍💡📚,5,ivan yamazaki kun
2023-07-28 09:13:38,A.i application that is useful for me.,5,PinkChalice270
2023-07-28 09:01:17,"Mohon tambahkan dan samakan fitur seperti di web, kayak fitur edit pesan yang dikirim dan riwayat edit pesan sebelumnya. Untuk chat tersimpan, saat dibuka harap langsung saja pergi ke chat paling bawah dengan cepat tanpa di muat dahulu (lazy load), dan mohon untuk chat tersimpan ditaruh di app drawer saja seperti di web. Tingkatkan lagi agar aplikasi semakin stabil dan berfitur sama dengan kemampuan ChatGPT, sekian ☺️",5,Ya Udah
2023-07-28 08:43:56,Aplikasi chatgpt bagus sekali wajib di kasih bintang lima,5,Dimas Poetrapratama
2023-07-28 08:26:16,Mantab sungguh berguna.. sepertinya saya yang pertama buat ulasan dengan bahasa indonesia 🤲😂,5,Rony Nur
2023-07-28 08:23:18,Ai yang sangat responsif,5,Ijn 長門 Nagato
2023-07-28 08:03:52,masi banyak bug tapi gpp 🥰,5,bruh
2023-07-28 07:59:34,Bagus,5,Khaisar Didi
2023-07-28 07:57:14,GG,5,Faris -sama
2023-07-28 07:55:19,"ditunggu chatgpt-4 versi aplikasi android, dan aplikasi untuk pc juga",5,Daffa Celeron
2023-07-28 07:53:48,Chat GPT yang sesungguhnya ini developernya,5,Maufal Achmadin
2023-07-28 07:50:55,lets go,5,azrod354 Black
2023-07-28 07:42:25,Easy to use,5,Abdul Rokim
2023-07-28 07:35:07,Jos,5,Prasetyo Budi
2023-07-28 07:30:57,Mantap,5,Bintang Triguna
2023-07-28 07:23:51,aku pendukung elon seduniaa,5,aryaaa manik.
2023-07-28 07:17:48,👌,5,Fita
2023-07-28 06:52:55,Saya menulis rating ini ke-372.,5,Amefurashi
2023-07-28 06:51:33,Aku suka ai 🗿,5,Niswa Ti
2023-07-28 06:34:01,Inpo min?,5,Fadel Abiyugiffary
2023-07-28 06:33:02,Today we starting installed this openAI apps from source of Google Play. For future after try this aops i will give repport or notes all over about work of kind for this openAI AppS,5,Andi HARPIANTO
2023-07-28 06:29:25,Seperti ngobrol dengan robot,5,makmur mustafa
2023-07-28 06:24:33,"Semakin halus dan cepat, keakuratan juga bagus tidak dibatasi.. kembagkan terus agar semakin pintar",5,Kriestian Aribowo
2023-07-28 06:24:02,Tolong untuk respon dari chat gpt nya mohon di lebih bisa di percepat untuk versi gratisnya.,2,Kyy solin
2023-07-28 06:22:26,Bagus saya suka..,5,Yulian Aditama
2023-07-28 06:21:07,Good.,5,AYB Mogs
2023-07-28 06:20:13,Keren,5,M.Akbar. Ramadan
2023-07-28 06:18:47,Keren abis nih chargpt,5,ANGGA NURFAIZAL
2023-07-28 06:11:26,Bagus banget dan sangat worth it untuk tugas dan pekerjaan apalagi freelance,5,Barkah Ilhammulloh
2023-07-28 06:09:17,"I just found a bug in this ChatGPT android. When i did first installation and launch it, it was worked normally. But, when i'm out from this app and try to launch it again. ChatGPT was crash and did a force close immediately. Hope the developer can fix this bug. I'm using xiaomi redmi note 8 with MIUI 12.5",3,Dark Flame
2023-07-28 06:06:56,Bruh this app it's underrated,5,Devano W.
2023-07-28 06:00:00,aman terkendali,5,ThEnder dragon30
2023-07-28 05:54:08,Aplikasi keren pokonamah well keun 🔥🔥🚀,5,Xan Suki bing chilling
2023-07-28 05:49:58,Moga lebih lengkap lagi,5,Hendra Kurniawan
2023-07-28 05:48:04,Bagus sih tapi bisakah ditambahin edit text,5,Sion Aja
2023-07-28 05:30:35,Orang pertama kali di indonesia yg komen apalikasi tercngiih adalah saya 😱 ini sangat menakjubkan,5,BIBI TV
2023-07-28 05:21:29,Malu bertanya chat gpt,5,Joan pasaribu
2023-07-28 05:19:32,😍😍😍😍,5,Leonard Sandy
2023-07-28 04:45:24,Ahhh i love you openai. Keep the free plan for me 😉,5,Farel Alkhafi Yudiansyah
2023-07-28 04:30:22,"Tapi login nya nggak jelas nggak bisa buat untuk nomor telepon atau email, maaf iya.",1,Lia Khalif
2023-07-28 03:33:45,"App yg bagus utk bisa akses ChatGPT tanpa web browser, mungkin kedepannya bisa ditingkatkan lagi",5,Alvin Kalacakra
2023-07-28 03:27:18,Ok,5,Dave Edgar
2023-07-28 03:00:56,Marvelous apps,5,Muh Ardian Yuli Aliwardana
2023-07-28 02:59:14,Wow,5,Reza Pahlevi
2023-07-28 02:45:28,Menarik,5,Hendra Bangun Dwi R
2023-07-28 02:40:20,Kerja bagus,5,Dicko Syah Putra
2023-07-28 02:31:02,Ngeleg,1,Xiao Harto
2023-07-28 02:06:00,update pengetahuan nya.. 2021 itu terlalu ketinggalan jaman,1,rizky setiawan
2023-07-28 01:53:12,Luar biasa amazing 👍,5,Anti META
2023-07-28 01:39:06,Moga bisa upload gambar,4,Luthfi Badri
2023-07-28 01:27:21,Great,5,ItsMe Ar (ItsMeArr)
2023-07-28 01:19:46,"Hasil jawabannya berulang-ulang dan tidak akurat, update pengetahuannya hanya terhenti di september 2021.",3,Ertanto Sang Comandan Tertinggi
2023-07-28 01:15:33,Mantap,5,mohammad zaky
2023-07-28 01:13:20,Kalian luar biasa,5,Haryanto
2023-07-28 01:09:41,👍,5,JtzK IDKK
2023-07-28 01:06:12,Genius,5,Johny Waworuntu
2023-07-28 01:04:49,Mantap,5,Abid Hadlori
2023-07-28 01:02:17,Bagus pake banget,5,Ade Jawani
2023-07-28 01:02:06,Mantap,5,Winaldy
2023-07-28 01:00:50,orang pertama indo ygy,5,Deni Sanjaya
2023-07-28 00:52:31,Induh ah.. api guwai mu tek,5,Darwin Abu Rizki
2023-07-28 00:49:31,Finally,5,MUHAMMAD KHAIRIL AZHAR
2023-07-28 00:47:59,"P, First.sebelum banyak yang kasih ulasan :v Wkwkwk.",5,Omdoe Amry
2023-07-28 00:43:37,"Pertama dari Indonesia ""sepertinya"" wkwkw app nya keren",5,Niko eyl 03
2023-07-28 00:37:46,"Aplikasi CHATGPT adalah aplikasi chatbot AI yang interaktif dan mudah diakses, dengan adanya aplikasi ini kita dimudahkan untuk bisa mengakses dengan cepat dan efisien, tampilan aplikasi ini sangat sederhana, intuitif, dan menarik. Semoga kedepannya lebih baik lagi. 👍",5,RIYAN
2023-07-28 00:07:20,Mantabbb sukses terus elon musk dan team,5,Dhio Haka
2023-07-27 23:49:52,"Keren banget, bisa nyoba di android",5,Satria Naliqa
2023-07-27 23:35:11,"Lebih suka Di browser, tapi baguss kok",5,Gintera Ginting
2023-07-27 23:26:44,Cepat rilis gpt plus,5,Nahman Naro
2023-07-27 23:26:06,Keren,5,Elfath_.
2023-07-27 23:02:08,Keren,5,Juragan Movers
2023-07-27 22:58:37,Sangat bermanfaaat,5,Microsoft Windows
2023-07-27 22:49:39,"Aplikasi yang berguna, responnya dari pertanyaannya sama seperti di versi Web 👍🏼👍🏼",5,Muhammad Seno Aji Pratama
2023-07-27 22:48:11,"Aplikasi bagus, semoga bisa ditingkatkan ke gpt 4 dan gratis......",5,Herwin
2023-07-27 22:46:23,REKOMENDASI DAN MENARIK!,5,Raihan Cahtra Rizqy Prian Pratama
2023-07-27 22:19:44,Terimakasih sangat membantu,5,Dark Music
2023-07-27 22:11:49,Good,5,Raka Oktavian
2023-07-27 22:00:14,Kurang tepat untuk menjawab,1,ahcmat barokah
2023-07-27 21:50:47,"Saya sangat senang chatgpt akhirnya hadir di android, semoga kedepannya fitur2 nya dapat ditingkatkan lagi agar menjadi lebih baik lagi 👍",5,HERIANTO
2023-07-27 21:37:53,Keren.. Sangat membantu dan memudahkan,5,Rasdin C
2023-07-27 21:33:06,"Aplikasi ChatGPT sangat mengagumkan! Kemampuan AI nya untuk memahami pertanyaan dan memberikan jawaban yang relevan sangat luar biasa. Saya suka bagaimana ia dapat membantu dalam berbagai topik, dari edukasi hingga hiburan. Desain antarmuka yang intuitif juga membuat penggunaan aplikasi ini sangat mudah dan menyenangkan. Selain itu, pengalaman berbicara dengan ChatGPT terasa seperti berbicara dengan teman pintar yang selalu siap membantu. Sungguh aplikasi yang hebat! 👍",5,Farhan Febriyanto
2023-07-27 21:18:12,"Dengan chat GPT kami bisa mendapat jawaban instan, masukan profesional dan inspirasi kreatif. Good job.",5,Firmansyah Mike
2023-07-27 21:14:27,"Mantap, historynya juga masih terbaca meski fiturnya belum seperti di web",5,NooBangkit -
2023-07-27 21:12:14,"Sudah terinstal, dan kesan pertama lebih simple dan lebih mudah digunakan dibanding versi web.",5,Saka Kristiant
2023-07-27 21:07:39,Mangtapppppp,5,Guzzo Guys !
2023-07-27 20:42:25,Lumayan daripada lumanyun,5,Radul Channel
2023-07-27 20:06:10,Mantap bos,5,Villagerindo DPA
2023-07-27 19:56:01,Sangat bagus memudahkan untuk mencari jawaban!!!,5,Arridzky
2023-07-27 17:54:49,bagus,5,Adit Murti
2023-07-27 17:30:59,Semoga di Update selanjutnya Bisa menambah lan Data tahun sekarang,4,Adad Maulana J
2023-07-27 17:23:50,"Bagus, sama seperti versi web, tapi lebih simple",5,Ernesto Yoofi
2023-07-27 17:21:36,Nyoba..,5,madnur020
2023-07-27 17:16:34,Keren,5,N
2023-07-27 17:08:15,Aplikasi keren....dapat dengan cepat mendapatkan jawaban tanpa harus mencari informasi secara manual atau melalui pencarian online yang lebih panjang.,5,Ketut Buda Yasa
2023-07-27 17:04:02,Good,5,INI TV
2023-07-27 16:50:26,Chat GPT tingkatkan lagi👍,5,Bocah Angon
2023-07-27 16:47:53,Wow. Ini baru yang terbaik.,5,Andriyansyah “Abah Noob”
2023-07-27 16:46:49,Great app!!!,5,Gunawan ab
2023-07-27 16:46:30,"Please make a voice feature, so it's like in the Ironman movie which uses the AI ​​Jarvis robot. Thank You",5,Yoel Steven Rumampuk - Golden Future
2023-07-27 16:46:21,"Bagus, tapi google bard lebih terupdate daripada chat gpt",5,I.N.D.Y
2023-07-27 16:35:49,"Sangat membantu dibikin aplikasi seperti ini, jadi tidak perlu repot-repot untuk buka browser. Sayangnya di aplikasi ini, dalam memberi jawaban tidak disertai enter",4,Aria Sakti Nugraha
2023-07-27 16:33:20,mantap bro,5,Jidan Miwansah
2023-07-27 16:11:46,Sangat,5,Muh ikram
2023-07-27 16:11:05,I just pre regist and it published. Couldn't have better timing,5,My Lasted
2023-07-27 16:04:54,Alangkah baiknya kalau hasil untuk kode pemrograman dibuat berwarna seperti versi websitenya,4,Kokoro
2023-07-27 16:04:15,Keren...!! ChatGPT sudah ada di playstore. Aplikasi paling ditunggu2 ini ?!?,5,SM SEGAR MANIS
2023-07-27 16:02:17,Semoga bermanfaat untuk semua para penggunaya Aplikasi ChatGPT. Terima Kasih,5,Hartono
2023-07-27 15:59:08,"Tambahkan tombol Copy Teks yang berisi Kode program, dan tampilkan juga warna pada isi kode yang diberikan ChatGPT.",5,Taskiman
2023-07-27 15:57:52,Easy bintang 5 terbaik,5,diyon 14
2023-07-27 15:56:59,Okeh,5,Kiplix Gaming
2023-07-27 15:54:34,Overrall sejauh ini bagus plus mendukung penggunaan bahasa Indonesia nanti kalau bisa ditingkatkan lagi,5,Nova Byte
2023-07-27 15:54:04,"Untuk sementara bagus, tapi aku ragu apakah ada batasan chat dengan ai",5,Nicholas ciayau
2023-07-27 15:53:23,Coba dulu,4,Findra Rahmadani
2023-07-27 15:53:01,Keren sih akurat seperti di website nya dan juga lebih ringan juga penggunaan nya hanya 5 mb saja,5,Dwicky Chandra Rianto
2023-07-27 15:52:35,"Idksw,bt,thnks.",5,Matt
2023-07-27 15:51:29,"Bagus,simple Semoga pengetahuannya dapat pembaruan",5,Rian santana
2023-07-27 15:51:15,Boleh tahan hebat.,5,Rayya RR
2023-07-27 15:50:57,Coba coba,4,abu lail ahmad
2023-07-27 15:50:17,"Not bad, looks clean. I'll still use the web version more though.",5,Noice Maker
2023-07-27 15:49:50,mari menguasai dunia ~mr X,5,reinaissance
2023-07-27 15:49:40,Ringan dan cepat,5,Dwi Sup
2023-07-27 15:49:17,Semoga terus lebih baik dan tanpa iklan dan izin seminim mungkin,4,Ariful Huda
2023-07-27 15:48:46,Aplikasi yang sangat membantu... Saya sangat suka dengan aplikasi ini yang bisa membantu segala macam soal yang sulit dipecahkan .... Ubdate terus Kakak,5,Luqman Meyan
2023-07-27 15:48:31,mantap pertama ni sengol dong,5,Andry Tama
2023-07-27 15:48:20,Firts,5,finmediata. my. id
2023-07-27 15:47:49,keren,5,Akram Jinan
2023-07-27 15:47:30,Finally.,5,Yokasoya
2023-07-27 15:46:46,bagus juga,5,suhendar fauzi
2023-07-27 15:46:28,Semoga membantu,5,Rizan Aqshol Himam
2023-07-27 15:45:32,Ntap,5,Ignasius Rendy
2023-07-27 15:43:05,Pertama,5,Locko Rery
2023-07-27 15:42:53,baru,5,deimos
2023-07-27 15:42:39,27 Juni 2023 - CHAT GPT apk rilis di indonesia,5,Muhammad Imam Choirudin
2023-07-27 15:42:17,nice....,5,Muhammad Daerobi
2023-07-27 15:42:00,sangat membantu,5,Raihan Fauzan Muslim
2023-07-27 15:41:33,mayan,4,12_204_Eric Daniel Hutabarat
2023-07-27 15:39:42,Belum download🗿,1,Galih Hardy Santoso
2023-07-27 15:39:30,Review pertamax diindonesia,5,Ibnu Nabawi
2023-07-27 15:38:44,The Best AI,5,M Play
2023-07-27 15:35:42,Sangat bagus,5,Danang Iyaah
2023-07-27 15:23:05,sangat OK... mantaaaap,5,Suyono 23
2023-07-27 15:21:36,Mantap,5,Mochamad Farido Fanani
